topology_arm,representation_arm,arm_family,n_nodes,n_directed_edges,topology_notes,mean_bounded_differentiated_recovery,sd_bounded_differentiated_recovery,n_runs,n_seed_events,base_topology,perturbation_kind,node_count_n,distance_from_12,signed_distance_from_12,is_odd,edge_count,is_ring_sharing,is_reversed,is_null
c13_shuffled,reverse_only_c_to_ab,reverse_only,13,52,"C13(1,2) target-shuffled",0.002453125340881761,0.0025838721304825493,36,132,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,full_self_consistent_rstar,full_self_consistent,13,52,"C13(1,2) target-shuffled",0.0028380920283913986,0.00314744291277462,36,132,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,c_to_ab_receiver_only,receiver_only,13,52,"C13(1,2) target-shuffled",-0.0037014040331463114,0.002958843064906139,36,132,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,c_to_ab_magnitude_only,magnitude_only,13,52,"C13(1,2) target-shuffled",0.0004273899307572385,0.0028185120186853536,36,132,c13,shuffled,13,1,1,True,52,False,False,False
c13_shuffled,c_to_ab_standpoint_only,standpoint_only,13,52,"C13(1,2) target-shuffled",0.0004273899307572385,0.0028185120186853536,36,132,c13,shuffled,13,1,1,True,52,False,False,False
c13_degree_null,reverse_only_c_to_ab,reverse_only,13,52,"C13(1,2) degree-matched null",-0.005190239926782046,0.0036993535140850274,36,132,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,full_self_consistent_rstar,full_self_consistent,13,52,"C13(1,2) degree-matched null",-0.001541071805373396,0.0026359898743685524,36,132,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,c_to_ab_receiver_only,receiver_only,13,52,"C13(1,2) degree-matched null",-0.006761979304321627,0.003981085599563764,36,132,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,c_to_ab_magnitude_only,magnitude_only,13,52,"C13(1,2) degree-matched null",0.0016948951205671002,0.002473732857938103,36,132,c13,degree_null,13,1,1,True,52,False,False,True
c13_degree_null,c_to_ab_standpoint_only,standpoint_only,13,52,"C13(1,2) degree-matched null",0.0016948951205671002,0.002473732857938103,36,132,c13,degree_null,13,1,1,True,52,False,False,True
c13_edge_count_null,reverse_only_c_to_ab,reverse_only,13,52,"C13(1,2) edge-count null",-0.00104168699355403,0.002823699755937778,36,132,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,full_self_consistent_rstar,full_self_consistent,13,52,"C13(1,2) edge-count null",-0.0002473401933613969,0.003069944460269897,36,132,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,c_to_ab_receiver_only,receiver_only,13,52,"C13(1,2) edge-count null",-0.0025988106311161,0.0020852601549539453,36,132,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,c_to_ab_magnitude_only,magnitude_only,13,52,"C13(1,2) edge-count null",-0.0012071128924794115,0.0027563375959276685,36,132,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_edge_count_null,c_to_ab_standpoint_only,standpoint_only,13,52,"C13(1,2) edge-count null",-0.0012071128924794115,0.0027563375959276685,36,132,c13,edge_count_null,13,1,1,True,52,False,False,True
c13_ring_share_5,reverse_only_c_to_ab,reverse_only,13,78,"C13(1,2) ring-share plus 5",-0.0047222009275668,0.0031476936072578187,36,132,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,full_self_consistent_rstar,full_self_consistent,13,78,"C13(1,2) ring-share plus 5",-0.0024954167316145154,0.0030951201471828096,36,132,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,c_to_ab_receiver_only,receiver_only,13,78,"C13(1,2) ring-share plus 5",-0.00794901121120462,0.0026261540637932492,36,132,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,c_to_ab_magnitude_only,magnitude_only,13,78,"C13(1,2) ring-share plus 5",-0.0039220564936381895,0.002922151423137412,36,132,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_5,c_to_ab_standpoint_only,standpoint_only,13,78,"C13(1,2) ring-share plus 5",-0.0039220564936381895,0.002922151423137412,36,132,c13,ring_share_5,13,1,1,True,78,True,False,False
c13_ring_share_7,reverse_only_c_to_ab,reverse_only,13,78,"C13(1,2) ring-share plus 7",-0.003887627585610972,0.002825848290515525,36,132,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,full_self_consistent_rstar,full_self_consistent,13,78,"C13(1,2) ring-share plus 7",-0.001480759282133566,0.0025699445760244944,36,132,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,c_to_ab_receiver_only,receiver_only,13,78,"C13(1,2) ring-share plus 7",-0.006837938658430747,0.002523543964864695,36,132,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,c_to_ab_magnitude_only,magnitude_only,13,78,"C13(1,2) ring-share plus 7",-0.002288093492161525,0.002170945190481959,36,132,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_7,c_to_ab_standpoint_only,standpoint_only,13,78,"C13(1,2) ring-share plus 7",-0.002288093492161525,0.002170945190481959,36,132,c13,ring_share_7,13,1,1,True,78,True,False,False
c13_ring_share_10,reverse_only_c_to_ab,reverse_only,13,78,"C13(1,2) ring-share plus 10",-0.00265674538456162,0.003474603545155414,36,132,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,full_self_consistent_rstar,full_self_consistent,13,78,"C13(1,2) ring-share plus 10",-0.00020026271891250972,0.0029463743351707725,36,132,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,c_to_ab_receiver_only,receiver_only,13,78,"C13(1,2) ring-share plus 10",-0.006669597346031345,0.0030679895987103245,36,132,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,c_to_ab_magnitude_only,magnitude_only,13,78,"C13(1,2) ring-share plus 10",-0.0013626652790588905,0.002812375326215307,36,132,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_10,c_to_ab_standpoint_only,standpoint_only,13,78,"C13(1,2) ring-share plus 10",-0.0013626652790588905,0.002812375326215307,36,132,c13,ring_share_10,13,1,1,True,78,True,False,False
c13_ring_share_11,reverse_only_c_to_ab,reverse_only,13,52,"C13(1,2) ring-share plus 11",-0.0028473281595201108,0.003222054662448408,36,132,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,full_self_consistent_rstar,full_self_consistent,13,52,"C13(1,2) ring-share plus 11",-0.0003213088532453187,0.002572179756309239,36,132,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,c_to_ab_receiver_only,receiver_only,13,52,"C13(1,2) ring-share plus 11",-0.006125224471901419,0.0017528029898852794,36,132,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,c_to_ab_magnitude_only,magnitude_only,13,52,"C13(1,2) ring-share plus 11",-0.0006584922224795981,0.0021594373094245664,36,132,c13,ring_share_11,13,1,1,True,52,True,False,False
c13_ring_share_11,c_to_ab_standpoint_only,standpoint_only,13,52,"C13(1,2) ring-share plus 11",-0.0006584922224795981,0.0021594373094245664,36,132,c13,ring_share_11,13,1,1,True,52,True,False,False
c14_reversed,reverse_only_c_to_ab,reverse_only,14,56,"C14(1,2) reversed",-0.0030954067792784323,0.0020250787801660026,36,132,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,full_self_consistent_rstar,full_self_consistent,14,56,"C14(1,2) reversed",-0.003219315280880641,0.002094385277918554,36,132,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,c_to_ab_receiver_only,receiver_only,14,56,"C14(1,2) reversed",-0.005158283410984216,0.002222717505263882,36,132,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,c_to_ab_magnitude_only,magnitude_only,14,56,"C14(1,2) reversed",-0.001761778364150276,0.001854507980982605,36,132,c14,reversed,14,2,2,False,56,False,True,False
c14_reversed,c_to_ab_standpoint_only,standpoint_only,14,56,"C14(1,2) reversed",-0.001761778364150276,0.001854507980982605,36,132,c14,reversed,14,2,2,False,56,False,True,False
c14_side_broken,reverse_only_c_to_ab,reverse_only,14,56,"C14(1,2) degree-matched side-broken",-0.003600165218388181,0.002836036496707924,36,132,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,full_self_consistent_rstar,full_self_consistent,14,56,"C14(1,2) degree-matched side-broken",-0.0028678887246103746,0.0030849214962272607,36,132,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,c_to_ab_receiver_only,receiver_only,14,56,"C14(1,2) degree-matched side-broken",0.000826081269684547,0.0026517400997152383,36,132,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,c_to_ab_magnitude_only,magnitude_only,14,56,"C14(1,2) degree-matched side-broken",-0.0015131165146317939,0.002017206114247986,36,132,c14,side_broken,14,2,2,False,56,False,False,False
c14_side_broken,c_to_ab_standpoint_only,standpoint_only,14,56,"C14(1,2) degree-matched side-broken",-0.0015131165146317939,0.002017206114247986,36,132,c14,side_broken,14,2,2,False,56,False,False,False
c14_shuffled,reverse_only_c_to_ab,reverse_only,14,56,"C14(1,2) target-shuffled",-0.0023806077006553886,0.002535891001679066,36,132,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,full_self_consistent_rstar,full_self_consistent,14,56,"C14(1,2) target-shuffled",0.0007710566708031135,0.002670227852695347,36,132,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,c_to_ab_receiver_only,receiver_only,14,56,"C14(1,2) target-shuffled",-0.006714260333864038,0.0027777013697279414,36,132,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,c_to_ab_magnitude_only,magnitude_only,14,56,"C14(1,2) target-shuffled",1.5710650020281924e-05,0.0021729427066072174,36,132,c14,shuffled,14,2,2,False,56,False,False,False
c14_shuffled,c_to_ab_standpoint_only,standpoint_only,14,56,"C14(1,2) target-shuffled",1.5710650020281924e-05,0.0021729427066072174,36,132,c14,shuffled,14,2,2,False,56,False,False,False
c14_degree_null,reverse_only_c_to_ab,reverse_only,14,56,"C14(1,2) degree-matched null",-0.002747578633451162,0.0023736806566531073,36,132,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,full_self_consistent_rstar,full_self_consistent,14,56,"C14(1,2) degree-matched null",0.001987857890293131,0.002642180168350379,36,132,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,c_to_ab_receiver_only,receiver_only,14,56,"C14(1,2) degree-matched null",-0.004223943618247303,0.0024432456755920824,36,132,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,c_to_ab_magnitude_only,magnitude_only,14,56,"C14(1,2) degree-matched null",0.001697601593256078,0.002273480807399536,36,132,c14,degree_null,14,2,2,False,56,False,False,True
c14_degree_null,c_to_ab_standpoint_only,standpoint_only,14,56,"C14(1,2) degree-matched null",0.001697601593256078,0.002273480807399536,36,132,c14,degree_null,14,2,2,False,56,False,False,True
c14_edge_count_null,reverse_only_c_to_ab,reverse_only,14,56,"C14(1,2) edge-count null",-0.005835268612226938,0.0028718769881314926,36,132,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,full_self_consistent_rstar,full_self_consistent,14,56,"C14(1,2) edge-count null",-0.002044311166003345,0.0026770836874036555,36,132,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,c_to_ab_receiver_only,receiver_only,14,56,"C14(1,2) edge-count null",-0.005961217280178415,0.0022899941103743486,36,132,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,c_to_ab_magnitude_only,magnitude_only,14,56,"C14(1,2) edge-count null",-0.002117724488709444,0.0025785538074330505,36,132,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_edge_count_null,c_to_ab_standpoint_only,standpoint_only,14,56,"C14(1,2) edge-count null",-0.002117724488709444,0.0025785538074330505,36,132,c14,edge_count_null,14,2,2,False,56,False,False,True
c14_ring_share_5,reverse_only_c_to_ab,reverse_only,14,84,"C14(1,2) ring-share plus 5",-0.001302864601318214,0.0023132929511143164,36,132,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,full_self_consistent_rstar,full_self_consistent,14,84,"C14(1,2) ring-share plus 5",-0.0007495398350797053,0.002485531172083146,36,132,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,c_to_ab_receiver_only,receiver_only,14,84,"C14(1,2) ring-share plus 5",-0.0051761270807555776,0.0026027448625825294,36,132,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,c_to_ab_magnitude_only,magnitude_only,14,84,"C14(1,2) ring-share plus 5",-0.001452156558668702,0.0022413491432860914,36,132,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_5,c_to_ab_standpoint_only,standpoint_only,14,84,"C14(1,2) ring-share plus 5",-0.001452156558668702,0.0022413491432860914,36,132,c14,ring_share_5,14,2,2,False,84,True,False,False
c14_ring_share_7,reverse_only_c_to_ab,reverse_only,14,70,"C14(1,2) ring-share plus 7",-0.0023843106246068373,0.002245526779537888,36,132,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,full_self_consistent_rstar,full_self_consistent,14,70,"C14(1,2) ring-share plus 7",-0.0036685092357324847,0.002543340479756626,36,132,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,c_to_ab_receiver_only,receiver_only,14,70,"C14(1,2) ring-share plus 7",-0.004656138374997998,0.0029313475955466683,36,132,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,c_to_ab_magnitude_only,magnitude_only,14,70,"C14(1,2) ring-share plus 7",-0.0031484619783494895,0.002176417980842954,36,132,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_7,c_to_ab_standpoint_only,standpoint_only,14,70,"C14(1,2) ring-share plus 7",-0.0031484619783494895,0.002176417980842954,36,132,c14,ring_share_7,14,2,2,False,70,True,False,False
c14_ring_share_10,reverse_only_c_to_ab,reverse_only,14,84,"C14(1,2) ring-share plus 10",-0.00163636652677902,0.0019730374020736382,36,132,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,full_self_consistent_rstar,full_self_consistent,14,84,"C14(1,2) ring-share plus 10",-0.0028691601760586992,0.0021185317499015097,36,132,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,c_to_ab_receiver_only,receiver_only,14,84,"C14(1,2) ring-share plus 10",-0.004605332059746689,0.002349207633858687,36,132,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,c_to_ab_magnitude_only,magnitude_only,14,84,"C14(1,2) ring-share plus 10",-0.002839170649367743,0.0019077760202653056,36,132,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_10,c_to_ab_standpoint_only,standpoint_only,14,84,"C14(1,2) ring-share plus 10",-0.002839170649367743,0.0019077760202653056,36,132,c14,ring_share_10,14,2,2,False,84,True,False,False
c14_ring_share_11,reverse_only_c_to_ab,reverse_only,14,84,"C14(1,2) ring-share plus 11",-0.0024926462623986513,0.0017075646947816321,36,132,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,full_self_consistent_rstar,full_self_consistent,14,84,"C14(1,2) ring-share plus 11",-0.002892152664989711,0.0019793408759084937,36,132,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,c_to_ab_receiver_only,receiver_only,14,84,"C14(1,2) ring-share plus 11",-0.0051038961541943146,0.002251419042150088,36,132,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,c_to_ab_magnitude_only,magnitude_only,14,84,"C14(1,2) ring-share plus 11",-0.0023642245782180375,0.0018579136761193674,36,132,c14,ring_share_11,14,2,2,False,84,True,False,False
c14_ring_share_11,c_to_ab_standpoint_only,standpoint_only,14,84,"C14(1,2) ring-share plus 11",-0.0023642245782180375,0.0018579136761193674,36,132,c14,ring_share_11,14,2,2,False,84,True,False,False
