event_class,event_role,source_file,label,task_idx,phase,strength,event_rule
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,147.0,-0.6116296225852482,1.1467158376687738,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,167.0,0.423902769687091,0.45473627914432657,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,186.0,-0.20131221740998356,0.24867751832410323,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,245.0,0.09001630237629805,0.18255321174677092,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,250.0,-0.012518755645691784,0.1360322309539588,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,295.0,0.09437216924681052,0.3881181225584132,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,318.0,0.0071591530040944484,0.12070892249474688,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,341.0,-0.0014494430513106726,0.35163231438803466,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,352.0,-0.10395217832691453,0.15184061990210185,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,355.0,0.1203579567526312,0.12450269237302201,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,358.0,0.2808700366682221,0.5713585454492925,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,359.0,-0.05608686310653449,0.33695689977475657,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P3,403.0,0.22523337699117651,0.2505985054433604,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,7.0,-0.006636902549635615,0.38972246238125424,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,64.0,0.2635805710392792,0.31555429863415096,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,104.0,-0.2608506805184184,0.4327222533386594,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,139.0,-0.7842462077167546,1.1383858364925303,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,146.0,-0.30693030806989363,0.5348354155426367,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,170.0,-0.13045801499301846,0.3546177533416783,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,183.0,0.03358056459883181,0.09775609101768686,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,230.0,-0.3185054134854716,0.41800225426515475,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,234.0,0.026040895878646372,0.07432231528736195,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,246.0,-0.11127382710518344,0.19128557750055006,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,260.0,-0.4058431120497244,0.952159639358378,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,261.0,0.01729458112712884,0.42313769317685324,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,270.0,-0.5507137922165272,0.76071096595751,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,272.0,-0.3382208813950406,0.5349854196343332,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,288.0,-0.07788043157414629,0.3293654020181901,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,321.0,-0.01711354370900396,0.1388572500029876,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,373.0,0.2239721358496384,0.5657271701811669,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,387.0,-1.032108129915743,1.1855070715901208,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P4,394.0,-0.09490110377050255,0.1941913642178058,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,2.0,0.02052376454753453,0.1060278728004831,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,6.0,-0.12135868439747977,0.9748235397652342,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,7.0,0.5226904684916805,0.6440491528891603,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,25.0,-0.02242092585321003,0.09006073280182403,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,36.0,0.17861918016444764,0.20006875478537714,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,78.0,0.2720996162257017,0.3393161590762059,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,107.0,0.5198806071379423,0.7962615957461385,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,121.0,0.11598852146785332,0.17104145421776057,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,122.0,-0.5963048582184582,0.7122933796863116,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,151.0,-0.05676579972270612,0.28929420781122506,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,152.0,0.08774967644830181,0.14451547617100793,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,158.0,-0.034520550931300464,0.463593333364593,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,211.0,0.08565171071758115,0.22281449922226493,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,228.0,0.24057100612440457,0.2814749476979677,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,240.0,-0.035582572336396084,0.3207932913387328,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,344.0,0.21217036810882645,0.27665813222007174,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,347.0,-0.10990970123791965,0.9287447178927194,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,348.0,0.26978613959295433,0.379695840830874,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,372.0,0.09865079794370664,0.23613346250787276,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,375.0,-0.2801829725588885,0.42688158341982063,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,381.0,0.18064733183561438,0.4369905057523313,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P5,385.0,0.4050738434550438,0.6473652276141186,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,26.0,0.07468998786483824,0.2537230254750126,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,75.0,-0.008542856887172934,0.37326230902551094,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,76.0,0.2129042158468231,0.22144707273399603,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,91.0,0.18452184680833472,1.2751362980106182,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,92.0,-0.19880816439869278,0.3833300112070275,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,112.0,0.06154931020469445,0.1741922574471828,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,151.0,-0.2914430710777939,0.31393284266993376,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,154.0,-0.012770772267324426,0.5303407940864224,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,169.0,-0.22596512665028973,0.49116872662435357,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,287.0,-0.5512190124831193,1.1428599166981432,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,310.0,0.05754380115847624,0.49842520274867375,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,340.0,-0.3341211531336303,0.46244719144496266,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,345.0,0.39690556411702227,0.6023993852024863,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,375.0,-0.1723214110609535,0.5724978247354928,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P6,386.0,-0.15921716766483196,0.9139217149926381,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,45.0,-0.12267357090697806,0.35632236320791305,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,46.0,0.2212308504215488,0.34390442132852683,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,91.0,0.4153802675534331,0.8368855173045147,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,92.0,-0.670459796278688,1.085840063832121,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,94.0,0.3336100155399065,0.5090488630832777,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,100.0,-0.22574929266347782,0.3497920064815311,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,102.0,0.016395750730060575,0.0783742905526652,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,111.0,-0.03549441422587142,0.067344773286727,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,149.0,-0.12016747260492747,0.17915886981870013,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,175.0,-0.19800611947693064,0.3409115387731063,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,182.0,-0.05462278494394407,0.7089848467885238,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,198.0,-0.1247542537595975,0.22719516157939373,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,227.0,-0.5632796127187264,0.9737209535384568,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,261.0,-0.681325460531639,0.8297824367853974,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,280.0,-0.03248572478366705,0.07825506171785912,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,306.0,-0.015238061188983408,0.0271934318514509,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,327.0,-0.044032750362526935,0.250547613338422,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,359.0,0.2550297804725834,0.9610221746335353,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,378.0,0.1982661464801896,0.4430150558623338,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P7,405.0,-0.08290910401739732,0.17483216272971383,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,8.0,-0.1522753781967257,0.7011893035734722,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,16.0,-0.0032234774317171366,0.8804917809593694,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,17.0,0.5709357422846053,0.5741592197163224,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,28.0,0.06890939146021069,0.2968618141703935,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,30.0,0.20522916215020973,0.3445399093671999,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,60.0,0.14046281292557833,0.3941186162728696,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,97.0,-0.08757801707872274,0.24727152969194954,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,104.0,0.1473010925625165,0.5627895282481066,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,109.0,-0.44699012266362576,0.9614672459840399,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,144.0,0.13340863605751757,0.5999597452799978,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,210.0,-0.22236801893737168,0.32194013873609484,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,235.0,-0.005825345030167975,0.16101421637277907,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,237.0,-0.05091332589948577,0.1043571305517132,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,260.0,-0.09214954162020869,0.3742898914217141,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,312.0,-0.03023145180437977,0.04687679406502008,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,319.0,0.25997699509625405,0.6139121880833848,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,342.0,-0.23233377901713126,1.4518929920529944,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P8,383.0,0.4846704027965414,1.6663833950659752,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,11.0,0.14949077067305605,0.2991877237978572,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,36.0,-0.20731398856288313,0.6957324272476686,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,58.0,0.36087529203574653,0.4893862660227582,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,71.0,-0.43988391624310497,1.2521371735837994,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,137.0,0.3260195098736743,0.3833666184067701,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,141.0,0.08793306441316974,0.1271376174023573,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,192.0,-0.3993020141524639,0.7360929161162333,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,211.0,0.06893910383059926,0.6016002531784077,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,213.0,0.0931728510794223,0.15105600377335357,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,224.0,0.2716197380531271,0.4129851617438629,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,271.0,-0.1916283872578292,0.2398160769110556,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,286.0,0.07131582132940961,0.8825158573515518,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,330.0,-0.28391746290408254,0.5092926195166847,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,333.0,-0.1150587992849376,0.2464564895648158,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,371.0,-0.13936636177630596,0.2090004089126926,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,376.0,0.290643495495739,0.47620312095999295,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_d2phi,differential_event_control,b5_4s_specificity_audit,P9,380.0,-0.1818388940461645,0.1856435836171784,d2phi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,12.0,0.17014942701672864,0.3129836619522075,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,48.0,0.5142778566205575,0.8293209044119264,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,50.0,-0.20805877896146913,0.8592101302647559,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,52.0,0.296732717026988,0.89969432936827,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,63.0,-0.10196658883107476,0.3321266127334356,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,66.0,0.08110461719165613,0.22702192950377814,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,115.0,0.19174750393299866,0.3202766208660485,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,121.0,-0.005570399253717939,0.5215912666383437,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,137.0,-0.19883032756255442,0.6194101659776292,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,156.0,-0.046333645246044,0.2832438654136107,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,164.0,0.27925335921520067,0.365649623348949,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,171.0,0.05917198129616402,0.2870439231873142,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,181.0,-0.057914235625202946,0.11587917078052606,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,210.0,-0.2540073293736985,0.6710146937793862,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,257.0,-0.2990191523104026,0.8131267462258529,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,259.0,0.03701288828672019,0.10365654639783853,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,261.0,-0.23846202725029308,0.2789733331525286,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,265.0,0.4528417344317679,0.4800184992320939,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,271.0,-0.17631626396980116,0.2955912741476614,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,274.0,0.11982410598948535,0.12705366233798088,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,298.0,-1.301848834559944,1.6332602318986331,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,303.0,0.0878074002877444,0.15869204813769472,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,332.0,-0.3282968880713165,0.3312609582941618,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,335.0,0.1566101579449782,0.3407241943411043,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,364.0,0.17317980364157076,0.26808301987368055,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,366.0,0.027233259933701293,0.18195615220574862,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P1,396.0,0.12128893512090928,0.2717190862234132,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,60.0,-0.37816665224056556,0.6656553314697861,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,78.0,-0.12510026252064016,0.31734401815568714,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,80.0,-0.17072858710195385,0.3293627469278659,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,104.0,0.12767613776971923,0.3854567688264007,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,121.0,-0.1397541431464451,0.27399178528216606,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,143.0,0.022215144510095153,0.23693276882054493,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,179.0,0.13840676974120214,0.5670033280606662,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,196.0,-0.3310898826604026,0.5318455213358176,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,216.0,-0.007863573231863583,0.08080993627836848,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,222.0,-0.06759197303922712,0.2866499559651222,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,273.0,-0.37166997054821704,0.9630313224975591,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,275.0,0.07621435294917475,0.2882088750674963,dphi feedback sign-switches matched to +eta label/block counts
b54s_block_density_matched_dphi,differential_event_control,b5_4s_specificity_audit,P10,289.0,-0.2814617496621067,0.4707507359426404,dphi feedback sign-switches matched to +eta label/block counts
